Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;22;20;1,042;-0,227;-0,677;35,954;32,689;36,743;68,777;327,895;15860,74;10,072
02;2025;09;29;16;22;21;0,221;-0,148;-0,485;39,025;36,731;39,724;0,087;607,595;15822,54;10,072
02;2025;09;29;16;22;21;0,456;0,024;-0,003;36,689;36,598;39,453;-94,734;653,242;15906,8;10,072
02;2025;09;29;16;22;22;0,814;-0,117;-0,236;37,823;37,46;39,769;-67,055;696,262;15795,76;10,072
02;2025;09;29;16;22;22;0,784;-0,001;0,087;38,291;37,592;40,853;114,048;293,251;15737,38;10,072
02;2025;09;29;16;22;23;0,626;-0,143;-0,144;39,292;38,343;41,982;50,098;551,362;15777,87;10,072
02;2025;09;29;16;22;23;0,902;-0,064;-0,352;39,781;37,725;41,259;-26,752;655,125;15878,82;10,072
02;2025;09;29;16;22;24;0,756;-0,105;0,083;37,134;37,15;38,956;118,759;745,775;15769,89;10,072
02;2025;09;29;16;22;24;0,681;-0,077;-0,088;36,466;35,295;38,73;-10,221;583,315;15860,11;10,072
02;2025;09;29;16;18;56;0,822;0,021;-0,139;32,995;32,755;34,846;-9,451;-865,139;15783,94;10,035
02;2025;09;29;16;18;56;0,965;-0,059;-0,123;32,105;32,623;35,591;-26,373;-953,415;15805,5;10,035
02;2025;09;29;16;18;57;0,829;-0,101;-0,26;33,44;33,727;33,626;17,992;-946,362;15745,12;10,035
02;2025;09;29;16;18;57;0,864;0,011;-0,06;33,907;33,528;35,659;-34,885;-881,823;15796,22;10,035
02;2025;09;29;16;18;58;0,679;-0,016;0,104;31,905;31,143;34,823;-72,475;-910,904;15858,72;10,035
02;2025;09;29;16;18;58;0,791;-0,061;-0,167;33,907;33,594;35,704;-78,828;-941,319;15801,24;10,035
02;2025;09;29;16;18;59;0,762;-0,182;-0,232;32,929;34,213;34,304;-43,761;-946,934;15834,24;10,035
02;2025;09;29;16;18;59;0,795;0,088;-0,041;33,018;31,275;33,423;-102,999;-879,888;15814,13;10,035
02;2025;09;29;16;19;00;0,748;0,023;-0,087;33,529;33,815;34,733;-148,168;-839,075;15802,5;10,035
02;2025;09;29;16;19;00;0,979;0,078;-0,39;31,46;33,837;36,359;-38,81;-884,569;15874,28;10,035
02;2025;09;29;16;19;01;0,246;-0,071;0,395;32,773;32,004;34,823;24,174;-992,126;15732,23;10,035
02;2025;09;29;16;19;01;0,528;-0,159;0,228;34,753;32,888;35,094;-66,563;-834,591;15813,35;10,035
